english_word; russian_translation
'indent';'отступ'
'independently';'независимо'
'indescribable';'неописуемый'
'index';'индекс'
'indifferent';'безразличный'
'indignity';'унижение'
'indispensable';'незаменимый'
'individual';'индивидуальный'
'indulge';'предаваться'
'indulgent';'предаваться'
'industrialize/industrialise';'индустриализировать/индустриализировать'
'ineffective';'неэффективный'
'inert';'инертный'
'inexperienced';'неопытный'
'infant';'младенец'
'infect';'заразить'
'infected';'зараженный'
'infectious';'заразный'
'infer';'сделать вывод'
'inference';'вывод'
'inflammation';'воспаление'
'inflammatory';'воспалительный'
'inflate';'надувать'
'inflation';'инфляция'
'influence';'влияние'
'influential';'влиятельный'
'influenza';'грипп'
'informal';'неофициальный'
'infringe';'нарушать'
'infringement';'нарушение'
'inhabit';'обитает'
'inherit';'наследовать'
'initial';'исходный'
'initiative';'инициатива'
'injection';'инъекция'
'injured';'раненый'
'innate';'врожденный'
'innocently';'невинно'
'innovation';'инновации'
'innovative';'инновационный'
'input';'вход'
'inquire/enquire';'спрашивать'
'inseparable';'неотделимый'
'inside';'внутри'
'inspect';'проверять'
'inspector';'инспектор'
'inspirational';'вдохновляющий'
'instantly';'немедленно'
'instill/instil';'прививать/внушать'
'instinct';'инстинкт'
'institution';'учреждение'
'instruct';'инструктировать'
'insufficient';'недостаточный'
'insult';'оскорблять'
'integrate';'интегрировать'
'intellectual';'интеллектуальный'
'intent';'намерение'
'interactive';'интерактивный'
'interfere';'вмешиваться'
'interior';'интерьер'
'interpersonal';'межличностный'
'interpret';'интерпретировать'
'interpretation';'интерпретация'
'interpreter';'устный переводчик'
'interruption';'прерывание'
'intersection';'пересечение'
'intimate';'интимный'
'intransitive';'непереходный'
'intravenous';'внутривенный'
'intrude';'вторгаться'
'intruder';'злоумышленник'
'intrusion';'вторжение'
'invariable';'неизменный'
'invariably';'неизменно'
'inventor';'изобретатель'
'inverted commas';'кавычки'
'investigate';'расследовать'
'investigator';'следователь'
'investment';'инвестиции'
'investor';'инвестор'
'invisible';'невидимый'
'invitingly';'призывно'
'invoke';'вызывать'
'involvement';'участие'
'ironically';'иронично'
'irrational';'иррациональный'
'irresistible';'непреодолимый'
'irresistibly';'непреодолимо'
'irresponsible';'безответственный'
'irritated';'раздраженный'
'irritating';'раздражающий'
'irritation';'раздражение'
'islander';'островитянин'
'issue';'проблема'
'italicize/italicise';'выделить курсивом/курсивом'
'itch';'зуд'
'jam';'варенье'
'jaw';'челюсть'
'jealously';'ревниво'
'jeopardize/jeopardise';'подвергать опасности/ставить под угрозу'
'jeweler/jeweller';'ювелир/ювелир'
'jog';'бегать трусцой'
'joint';'соединение'
'journalism';'журналистика'
'judo';'дзюдо'
'jump';'прыгать'
'junk food';'нездоровая пища'
'juror';'присяжный заседатель'
'jury';'жюри'
'justify';'оправдывать'
'kangaroo';'кенгуру'
'karaoke';'караоке'
'keen';'увлеченный'
'keeper';'хранитель'
'kerosene';'керосин'
'keystroke';'нажатие клавиши'
'kneel';'встать на колени'
'knot';'узел'
'knowingly';'сознательно'
'known';'известный'
'label';'этикетка'
'laborer/labourer';'чернорабочий / чернорабочий'
'lack';'недостаток'
'lame';'хромой'
'lance';'копье'
'landing';'приземление'
'landlady';'хозяйка'
'landslide';'оползень'
'lap';'колени'
'laptop';'ноутбук'
'lark';'жаворонок'
'laser';'лазер'
'last minute';'в последнюю минуту'
'lastly';'наконец'
'last-minute';'в последнюю минуту'
'later';'позже'
'latter';'последний'
'laundry';'прачечная'
'lava';'лава'
'lawmaker';'законодатель'
'lawn';'лужайка'
'lawsuit';'иск'
'layabout';'бездельник'
'leaflet';'листовка'
'leak';'утечка'
'lean';'наклонять'
'leap';'прыгнуть'
'learning';'обучение'
'lease';'арендовать'
'leash';'поводок'
'least';'наименее'
'lecturer';'преподаватель'
'leek';'лук-порей'
'legend';'легенда'
'legendary';'легендарный'
'legislate';'издавать законы'
'legislation';'законодательство'
'legislative';'законодательный'
'legislator';'законодатель'
'legislature';'законодательный орган'
'legitimate';'законный'
'leisurely';'неторопливый'
'lengthen';'удлинять'
'lengthy';'длинный'
'leopard';'леопард'
'lest';'чтобы'
'level';'уровень'
'liberal';'либеральный'
'lick';'лизать'
'lid';'крышка'
'lifeless';'безжизненный'
'lifetime';'продолжительность жизни'
'lighten';'облегчить'
'lighting';'освещение'
'likewise';'так же'
'limb';'конечность'
'line';'линия'
'linen';'шерсть'
'liner';'лайнер'
'ling';'Лин'
'linger';'задерживаться'
'list';'список'
'listener';'слушатель'
'literal';'буквальный'
'literally';'буквально'
'litter';'мусор'
'living';'жизнь'
'load';'нагрузка'
'loan';'заем'
'lobby';'лобби'
'loneliness';'одиночество'
'long-distance';'междугородний'
'long-term';'долгосрочный'
'loosely';'свободно'
'lousy';'паршивый'
'lower';'ниже'
'lowland';'низменность'
'lucrative';'прибыльный'
'lush';'пышный'
'luxurious';'роскошный'
'luxury';'роскошь'
'lyrics';'тексты песен'
'madam';'мадам'
'madame';'мадам'
'madness';'безумие'
'maestro';'маэстро'
'magnify';'увеличивать'
'major';'главный'
'make';'делать'
'malady';'болезнь'
'malaria';'малярия'
'mama/mamma';'мама/мать'
'mango';'манго'
'manipulate';'манипулировать'
'mansion';'особняк'
'manual';'руководство'
'manufacture';'производство'
'manufacturer';'производитель'
'manufacturing';'производство'
'marathon';'марафон'
'margin';'допуск'
'marketing';'маркетинг'
'martial art';'боевое искусство'
'mask';'маска'
'mass';'масса'
'massacre';'резня'
'massage';'массаж'
'masseur';'массажист'
'master';'владелец'
'masterpiece';'шедевр'
'mastery';'мастерство'
'mate';'приятель'
'mathematical';'математический'
'mature';'зрелый'
'mausoleum';'мавзолей'
'mean';'иметь в виду'
'means';'означает'
'mechanize/mechanise';'механизировать/механизировать'
'media';'СМИ'
'medication';'медикамент'
'medieval/mediaeval';'средневековый/средневековый'
'mediocre';'посредственный'
'melody';'мелодия'
'memorial';'мемориал'
'mentor';'наставник'
'merchandise';'товар'
'mercy';'милосердие'
'merge';'слить'
'merger';'слияние'
'mess';'беспорядок'
'messenger';'посланник'
'metaphor';'метафора'
'metric';'метрика'
'micro';'микро'
'microbe';'микроб'
'microcomputer';'микрокомпьютер'
'micrometer/micrometre';'микрометр/микрометр'
'microorganism';'микроорганизм'
'microphone';'микрофон'
'microscope';'микроскоп'
'microscopic';'микроскопический'
'microscopy';'микроскопия'
'microwave';'микроволновая печь'
'midst';'посреди'
'mighty';'могучий'
'migration';'миграция'
'mill';'мельница'
'millimeter/millimetre';'миллиметр/миллиметр'
'millionaire';'миллионер'
'mimic';'имитировать'
'mine';'мой'
'miniature';'миниатюра'
'minister';'министр'
'mint';'мята'
'misconception';'заблуждение'
'misfortune';'несчастье'
'misleading';'вводящий в заблуждение'
'missile';'ракета'
'mist';'туман'
'mistreat';'плохо обращаться'
'mistrustful';'недоверчивый'
'misunderstand';'неправильно понять'
'mix';'смешивание'
'mixture';'смесь'
'mobility';'мобильность'
'mock';'насмехаться'
'modernization/modernisation';'модернизация/модернизация'
'modernize/modernise';'модернизировать/модернизировать'
'modest';'скромный'
'modification';'модификация'
'mogul';'магнат'
'mold/mould';'плесень/плесень'
'momentarily';'на мгновение'
'momentary';'мгновенный'
'monastery';'монастырь'
'moody';'капризный'
'moonlight';'лунный свет'
'moonscape';'лунный пейзаж'
'moral';'моральный'
'morality';'мораль'
'morally';'морально'
'mortal';'смертный'
'mortar';'ступка'
'mortgage';'ипотека'
'mortify';'унижать'
'mother-in-law';'свекровь'
'motion';'движение'
'motivated';'мотивированный'
'motorbike';'мотоцикл'
'motorist';'автомобилист'
'mount';'устанавливать'
'mournful';'скорбный'
'mover';'движитель'
'moving';'движущийся'
'muddy';'мутный'
'multiple';'несколько'
'multiply';'умножать'
'mumble';'бормотать'
'murmur';'ропот'
'muse';'муза'
'musical';'мюзикл'
'mustache/moustache';'усы/усы'
'mutability';'изменчивость'
'mutable';'изменчивый'
'mutter';'бормотать'
'mutton';'Я не'
'mystify';'мистифицировать'
'nano';'нано'
'narcissistic';'самовлюбленный'
'narrator';'рассказчик'
'narrowly';'узко'
'nationwide';'общенациональный'
'native speaker';'носитель языка'
'naughty';'непослушный'
'naval';'военно-морской'
'navigate';'перемещаться'
'navigation';'навигация'
'navy';'военно-морской'
'neat';'аккуратный'
'necessarily';'обязательно'
'necessity';'необходимость'
'need';'нуждаться'
'needless';'ненужный'
'needy';'нуждающийся'
'negatively';'отрицательно'
'neglect';'пренебрегать'
'neighboring/neighbouring';'соседний/соседний'
'neither';'ни один'
'nerve';'нерв'
'nerves';'нервы'
'nervously';'нервно'
'netsurfer/net surfer';'интернет-серфер / интернет-серфер'
'neurosis';'невроз'
'newscaster';'диктор'
'newsworthy';'заслуживающий внимания'
'next';'следующий'
'nicely';'приятно'
'nightclub';'ночной клуб'
'nightmare';'кошмар'
'nobility';'дворянство'
'noble';'благородный'
'nobleman';'дворянин'
'nod';'кивок'
'nomad';'кочевник'
'nomination';'номинация'
'nominee';'кандидат'
'nonprofessional';'непрофессиональный'
'non-smoking';'для некурящих'
'northward';'на север'
'nostril';'ноздря'
'nought';'ничего'
'nourish';'питать'
'nourishment';'питание'
'novelty';'новизна'
'now';'сейчас'
'nuisance';'неприятность'
'numerical';'числовой'
'nursery';'детская'
'nut';'орех'
'nutshell';'в двух словах'
'oath';'клятва'
'obedience';'послушание'
'obedient';'покорный'
'obey';'подчиняться'
'obituary';'некролог'
'object';'объект'
'objective';'цель'
'obligation';'обязательство'
'observer';'наблюдатель'
'obsess';'одержим'
'obsession';'одержимость'
'obsessive';'навязчивый'
'odd';'странный'
'offend';'обидеть'
'offender';'преступник'
'offense/offence';'правонарушение/преступление'
'offhand';'бесцеремонно'
'official';'чиновник'
'offshore';'оффшорный'
'ointment';'мазь'
'olive';'оливковый'
'Olympia';'Олимпия'
'Olympiad';'Олимпиада'
'once';'один раз'
'openly';'открыто'
'operator';'оператор'
'opponent';'они будут выступать против'
'optimism';'оптимизм'
'optimist';'оптимист'
'optimistic';'оптимистичный'
'optional';'необязательный'
'oral';'оральный'
'orator';'оратор'
'orchestral';'оркестровый'
'orchid';'орхидея'
'organizer/organiser';'организатор/организатор'
'original';'оригинальный'
'originality';'оригинальность'
'originally';'изначально'
'originate';'возникать'
'ornament';'орнамент'
'ounce';'унция'
'outback';'глубинка'
'outbreak';'вспышка'
'outcome';'исход'
'outdistance';'опережение'
'outdo';'превзойти'
'outfit';'одежда'
'outgrow';'перерасти'
'outing';'прогулка'
'outlet';'выход'
'outline';'контур'
'outlive';'пережить'
'outlook';'мировоззрение'
'outpatient';'амбулаторный'
'output';'выход'
'outrage';'возмущение'
'outrageous';'возмутительный'
'outshine';'затмить'
'outside';'снаружи'
'outsider';'посторонний'
'outskirts';'окраина'
'outwardly';'внешне'
'oval';'овал'
'overall';'общий'
'overboard';'за бортом'
'overbook';'перебронирование'
'overcoat';'пальто'
'overemphasize/overemphasise';'переоценивать/переоценивать'
'overestimate';'переоценивать'
'overhear';'подслушать'
'overlap';'перекрывать'
'overlook';'игнорировать'
'overly';'чрезмерно'
'overseas';'за границей'
'overshadow';'затмевать'
'oversize';'негабаритный'
'overstep';'перешагнуть'
'overtake';'догонять'
'overthrow';'свержение'
'overtime';'через некоторое время'
'overturn';'опрокидывать'
'ow';'ой'
'owing to';'из-за'
'owl';'сова'
'ox';'бык'
'ozone';'озон'
'pa';'год'
'packed';'упакованный'
'packet';'пакет'
'pad';'подушечка'
'paintbrush';'кисть'
'pajamas/pyjamas';'доход/доход'
'pallet';'поддон'
'pancake';'блин'
'pandemic';'пандемия'
'panel';'панель'
'panic';'паника'
'papaya';'папайя'
'paperless';'безбумажный'
'paperwork';'оформление документов'
'parade';'парад'
'paradox';'парадокс'
'paralysis';'паралич'
'paramedic';'фельдшер'
'paratrooper';'десантник'
'parliament';'парламент'
'part';'часть'
'participation';'участие'
'particle';'частица'
'particular';'особый'
'partisan';'партизан'
'partnership';'партнерство'
'passionate';'страстный'
'passionately';'страстно'
'pastor';'пастор'
'pastoral';'пастораль'
'patch';'пластырь'
'patiently';'терпеливо'
'patriot';'патриот'
'patriotic';'патриотический'
'patriotism';'патриотизм'
'patron';'покровитель'
'pave';'проложить'
'pavement';'тротуар'
'paw';'лапа'
'pawnbroker';'ростовщик'
'pawnshop';'ломбард'
'payment';'оплата'
'peacefully';'мирно'
'peach';'персик'
'peak';'пик'
'pearl';'жемчуг'
'pebble';'галька'
'pedal';'педаль'
'pedantic';'педантичный'
'pedestrian';'пешеход'
'pee';'пописать'
'peel';'чистить'
'peep';'пищать'
'peer';'вглядеться'
'peg';'колышек'
'penalize/penalise';'наказывать/наказывать'
'penalty';'штраф'
'penetrate';'проникать'
'penguin';'пингвин'
'penicillin';'пенициллин'
'pension';'пенсия'
'pentagon';'пятиугольник'
'perceive';'воспринимать'
'percentage';'процент'
'perception';'восприятие'
'permanence';'постоянство'
'permeate';'проникать'
'perseverance';'упорство'
'persist';'сопротивляться'
'persistence';'упорство'
'persistent';'настойчивый'
'personification';'олицетворение'
'personify';'олицетворять'
'personnel';'персонал'
'perspective';'перспектива'
'perspiration';'пот'
'persuasion';'убеждение'
'pessimist';'пессимист'
'pessimistic';'пессимистичный'
'petrified';'окаменелый'
'petty';'мелкий'
'pH';'рН'
'pharmacist';'фармацевт'
'phase';'фаза'
'philosophical';'философский'
'photograph';'фотография'
'physician';'врач'
'pi';'пи'
'pickle';'мариновать'
'picky';'придирчивый'
'picture';'картина'
'picturesque';'живописный'
'pillowcase';'наволочка'
'pin';'приколоть'
'pine';'сосна'
'pint';'пинта'
'piracy';'пиратство'
'pirate';'пират'
'pitch';'подача'
'plague';'чума'
'planning';'планирование'
'playmate';'товарищ по играм'
'playwright';'драматург'
'plead';'умолять'
'plot';'сюжет'
'pluck';'срывать'
'plug';'затыкать'
'plum';'слива'
'plumber';'водопроводчик'
'plus';'плюс'
'pneumonia';'пневмония'
'point of view';'точка зрения'
'pointless';'бессмысленный'
'poison';'яд'
'polar bear';'белый медведь'
'polio';'полиомиелит'
'polish';'полировать'
'politeness';'вежливость'
'politically';'политически'
'polity';'государство'
'polo';'поло'
'ponder';'размышлять'
'pop';'поп'
'popularity';'популярность'
'popularize/popularise';'популяризировать/популяризировать'
'porch';'порог'
'portion';'часть'
'pose';'поза'
'posh';'шикарный'
'possessed';'одержимый'
'postal';'почтовый'
'postpone';'откладывать'
'potent';'мощный'
'potential';'потенциал'
'potentially';'потенциально'
'pound';'фунт'
'powder';'пудра'
'powerfully';'мощно'
'practicality';'практичность'
'practically';'практически'
'praise';'хвалить'
'prance';'гарцевать'
'prawn';'креветка'
'precede';'предшествовать'
'precisely';'именно так'
'predicament';'затруднительное положение'
'predicate';'предикат'
'predicative';'предикативный'
'predictable';'предсказуемый'
'predictive';'прогнозирующий'
'predictor';'предсказатель'
'prefect';'префект'
'preferable';'предпочтительнее'
'preferably';'предпочтительно'
'prehistoric';'доисторический'
'prehuman';'дочеловеческий'
'preindustrial';'доиндустриальный'
'prejudge';'предрешать'
'preliminary';'предварительный'
'preoccupy';'озабоченный'
'prescribe';'предписывать'
'present';'подарок'
'presenter';'ведущий'
'presidency';'президентство'
'presidential';'президентский'
'prestige';'престиж'
'prestigious';'престижный'
'presumably';'предположительно'
'pretend';'притворяться'
'prevail';'преобладать'
'prevention';'профилактика'
'preventive';'профилактический'
'previously';'ранее'
'price';'цена'
'priceless';'бесценный'
'prick';'уколоть'
'primary';'начальный'
'prime';'основной'
'prime minister';'премьер-министр'
'principal';'главный'
'prior';'прежний'
'priority';'приоритет'
'privately';'в частном порядке'
'privilege';'привилегия'
'probable';'вероятный'
'probe';'зонд'
'procedure';'процедура'
'process';'процесс'
'professional';'профессиональный'
'profile';'профиль'
'profit';'выгода'
'profitable';'прибыльный'
'programmer';'программист'
'programming';'программирование'
'progress';'прогресс'
'prohibit';'запретить'
'project';'проект'
'projection';'проекция'
'prom';'выпускной вечер'
'prominence';'известность'
'prompt';'быстрый'
'promptly';'быстро'
'proponent';'сторонник'
'proposed';'предложенный'
'prose';'проза'
'prosecute';'преследовать по суду'
'prospect';'перспектива'
'prosper';'процветать'
'protest';'протест'
'proudly';'гордо'
'proven';'проверенный'
'province';'провинция'
'provision';'обеспечение'
'proximity';'близость'
'psychologically';'психологически'
'psychology';'психология'
'publication';'публикация'
'publicity';'реклама'
'publicize/publicise';'публиковать / публиковать'
'pudding';'пудинг'
'pulse';'пульс'
'pumpkin';'тыква'
'punch';'ударить кулаком'
'punctual';'пунктуальный'
'punctuality';'пунктуальность'
'purchase';'покупка'
'purposeful';'целеустремленный'
'pursuit';'преследование'
'puzzled';'озадаченный'
'qualification';'квалификация'
'quantify';'количественно оценить'
'quarantine';'карантин'
'quarrel';'ссориться'
'quarrelsome';'сварливый'
'queer';'странный'
'query';'запрос'
'question';'вопрос'
'queue';'очередь'
'quiet';'тихий'
'quit';'покидать'
'quotable';'достойный цитирования'
'quotation';'цитата'
'quote';'цитировать'
'racism';'расизм'
'racist';'расистский'
'rack';'стойка'
'radar';'радар'
'radiate';'излучать'
'radical';'радикальный'
'radically';'радикально'
'radium';'радий'
'rafter';'стропила'
'rag';'тряпка'
'rainbow';'радуга'
'rainstorm';'ливень'
'rally';'митинг'
'ram';'баран'
'ramp';'рампа'
'range';'диапазон'
'ranger';'рейнджер'
'rape';'изнасилование'
'rash';'сыпь'
'rate';'ставка'
'rattle';'греметь'
'ravage';'опустошать'
'reaction';'реакция'
'readily';'с готовностью'
'real estate';'недвижимость'
'realization/realisation';'реализация/реализация'
'rear';'задний'
'reasonably';'разумно'
'rebel';'мятежник'
'rebellious';'мятежный'
'recession';'рецессия'
'recipe';'рецепт'
'reckon';'считать'
'recognition';'признание'
'recollect';'вспоминать'
'recollection';'воспоминание'
'recommendable';'рекомендуется'
'recommendation';'рекомендация'
'reconsider';'пересмотреть'
'recreation';'отдых'
'recruit';'нанимать'
'rectangular';'прямоугольный'
'redo';'переделывать'
'redundant';'избыточный'
'reed';'тростник'
'reference';'ссылка'
'referent';'референт'
'refinery';'нефтеперерабатывающий завод'
'reflective';'отражающий'
'reform';'реформа'
'refrain';'припев'
'refresh';'обновить'
'refuge';'убежище'
'refugee';'беженец'
'refute';'опровергать'
'regard';'внимание'
'regardless';'несмотря ни на что'
'reggae';'регги'
'regime';'режим'
'regret';'сожалеть'
'regrettably';'к сожалению'
'regulate';'регулировать'
'rehearsal';'репетиция'
'reinforce';'усиливать'
'reinforcement';'армирование'
'rejection';'отказ'
'rejoin';'воссоединиться'
'related';'связанный'
'relativity';'относительность'
'relaxation';'расслабление'
'relay';'реле'
'relevant';'соответствующий'
'relic';'реликвия'
'relief';'облегчение'
'relieve';'облегчить'
'relieved';'с облегчением'
'reluctant';'они колеблются'
'remaining';'оставшийся'
'remains';'останки'
'remark';'замечание'
'remarkably';'замечательно'
'reminder';'напоминания'
'rental';'аренда'
'reorganize/reorganise';'реорганизовать/реорганизовать'
'repaint';'перекрасить'
'repertoire';'репертуар'
'repetition';'повторение'
'replacement';'замена'
'replica';'копия'
'repress';'подавлять'
'repression';'репрессии'
'reprint';'переиздание'
'reprove';'порицать'
'research';'исследовать'
'residence';'резиденция'
'resident';'резидент'
'resign';'подать в отставку'
'resignation';'отставка'
'resistance';'сопротивление'
'resolution';'разрешение'
'resonant';'резонансный'
'respectably';'респектабельно'
'respected';'уважаемый'
'respiration';'дыхание'
'respiratory';'респираторный'
'restriction';'ограничение'
'resume';'резюме'
'retailer';'розничный торговец'
'retard';'тормозить'
'retina';'сетчатка'
'retirement';'выход на пенсию'
'retreat';'отступление'
'retrieve';'забрать'
'revelation';'откровение'
'revenge';'месть'
'revenue';'доход'
'reverence';'почтение'
'reverse';'обеспечить регресс'
'review';'обзор'
'revival';'возрождение'
'revive';'оживить'
'revolution';'революция'
'revolutionary';'революционный'
'revolutionize/revolutionise';'революционизировать/революционизировать'
'revolve';'вращаться'
'reward';'награда'
'rhinoceros';'носорог'
'rhyme';'рифма'
'rhythmic';'ритмичный'
'rib';'ребро'
'riddle';'загадка'
'rider';'всадник'
'ridge';'хребет'
'righteousness';'праведность'
'rightly';'справедливо'
'rim';'обод'
'rip';'рвать'
'risk';'риск'
'risky';'рискованный'
'rite';'обряд'
'ritual';'ритуал'
'rival';'соперник'
'roam';'бродить'
'roar';'рев'
'roast';'жарить'
'rock';'камень'
'rocket';'ракета'
'rocky';'скалистый'
'roll';'рулон'
'roommate';'сосед по комнате'
'rosy';'розовый'
'round';'круглый'
'route';'маршрут'
'row';'ряд'
'royalty';'роялти'
'rub';'тереть'
'rubble';'щебень'
'rug';'коврик'
'ruinous';'разрушительный'
'rule';'правило'
'rural';'деревенский'
'rush hour';'час пик'
'rusty';'ржавый'
'sack';'мешок'
'safeguard';'охранять'
'sag';'провисать'
'sage';'мудрец'
'sail';'плыть'
'salary';'зарплата'
'salesmanship';'умение продавать'
'salesperson';'продавец'
'saleswoman';'продавщица'
'salon';'салон'
'salsa';'сальса'
'salty';'соленый'
'sandstone';'песчаник'
'sanitary';'санитарный'
'sanitation';'санитария'
'satisfactory';'удовлетворительный'
'saving/savings';'экономия/сбережения'
'saw';'пила'
'say';'сказать'
'scan';'сканировать'
'scandal';'скандал'
'scar';'шрам'
'scarcely';'едва ли'
'scarlet';'алый'
'scent';'запах'
'schedule';'расписание'
'scheduled';'запланировано'
'scheme';'схема'
'scholasticism';'схоластика'
'schoolgirl';'школьница'
'scientifically';'научно'
'scooter';'скутер'
'scramble';'карабкаться'
'scratch';'царапать'
'screen';'экран'
'screw';'винт'
'scribble';'каракули'
'scrooge';'Скрудж'
'scuba';'подводное плавание'
'scythe';'коса'
'seal';'тюлень'
'seasonal';'сезонный'
'second person';'второй человек'
'secondary';'вторичный'
'secondly';'во-вторых'
'sector';'сектор'
'seesaw';'качели'
'segment';'сегмент'
'seldom';'редко'
'select';'выбирать'
'self-confidence';'уверенность в себе'
'self-confident';'самоуверенный'
'selfless';'самоотверженный'
'seller';'продавец'
'semicolon';'точка с запятой'
'semi-final';'полуфинал'
'seminar';'семинар'
'senator';'сенатор'
'sense';'смысл'
'sensible';'разумный'
'sensitive';'чувствительный'
'sentence';'предложение'
'separate';'отдельный'
'separately';'отдельно'
'serene';'безмятежный'
'serial';'сериал'
'servant';'слуга'
'setback';'неудача'
'sexism';'сексизм'
'sexual';'сексуальный'
'sexy';'сексуальный'
'shabby';'потертый'
'shaken';'потрясенный'
'Shakespearean';'шекспировский'
'shaky';'шаткий'
'sharp';'острый'
'sharply';'резко'
'shatter';'разбить'
'shed';'сбрасывать'
'shell';'оболочка'
'shield';'щит'
'shift';'сдвиг'
'shipping';'перевозки'
'shipwreck';'кораблекрушение'
'shock';'шок'
'shooting';'стрельба'
'shopkeeper';'лавочник'
'shoplift';'воровка в магазине'
'shoplifter';'магазинный вор'
'shoplifting';'кража в магазине'
'shortness';'краткость'
'short-term';'короткий срок'
'showbiz';'шоу-бизнес'
'showcase';'витрина'
'shower';'душ'
'shrink';'сокращать'
'shrug';'пожать плечами'
'sigh';'вздох'
'significantly';'существенно'
'signify';'обозначать'
'silverware';'серебро'
'simplification';'упрощение'
'simultaneous';'одновременный'
'since';'с'
'sincere';'искренний'
'sincerity';'искренность'
'sister-in-law';'золовка'
'skateboard';'скейтборд'
'skateboarder';'скейтбордист'
'sketch';'эскиз'
'skilled';'опытный'
'skillful/skilful';'умелый/умелый'
'skillfully/skilfully';'умело/умело'
'skim';'просматривать'
'skip';'пропускать'
'skylark';'облачный покров'
'skyward';'ввысь'
'slam';'хлопнуть'
'slang';'сленг'
'slap';'шлепок'
'slash';'косая черта'
'slaughter';'резня'
'slice';'кусочек'
'slide';'слайд'
'slight';'легкий'
'sliver';'щепка'
'sloppy';'небрежный'
'smash';'разгромить'
'smokestack';'дымовая труба'
'snap';'щелчок'
'sneak';'красться'
'sneer';'насмешка'
'sneeze';'чихать'
'sniff';'нюхать'
'snore';'храпеть'
'snowball';'снежный ком'
'soak';'впитывать'
'soaked';'пропитанный'
'soaking';'замачивание'
'soar';'парить'
'sob';'рыдать'
'so-called';'так называемый'
'sociable';'общительный'
'socialize/socialise';'общаться/общаться'
'softness';'мягкость'
'soil';'земля'
'solar';'солнечный'
'solidity';'прочность'
'soliloquy';'монолог'
'solo';'соло'
'solvent';'растворитель'
'somewhat';'несколько'
'son-in-law';'зять'
'sonnet';'сонет'
'sophisticated';'сложный'
'sort';'сортировать'
'sound';'звук'
'soundtrack';'саундтрек'
'southward';'на юг'
'Soviet';'советский'
'soybean';'соевые бобы'
'spa';'спа'
'span';'охватывать'
'spare';'запасной'
'sparerib';'запасные ребрышки'
'spark';'искра'
'sparkling';'сверкающий'
'sparrow';'воробей'
'specialty';'специальность'
'species';'разновидность'
'specifically';'конкретно'
'specify';'указать'
'spectacle';'зрелище'
'speeder';'спидер'
'spellbound';'очарованный'
'spin';'вращаться'
'spite';'злоба'
'splash';'всплеск'
'splatter';'брызги'
'split';'расколоть'
'spokesman';'представитель'
'spokeswoman';'пресс-секретарь'
'sponsor';'спонсор'
'spot';'место'
'spray';'спрей'
'spread';'распространение'
'spreadsheet';'электронная таблица'
'sprint';'спринт'
'spur';'стимулировать'
'squad';'отряд'
'squash';'давить'
'squeeze';'сжимать'
'stab';'нанести удар'
'stability';'стабильность'
'stack';'куча'
'stagger';'шататься'
'stain';'пятно'
'stake';'ставка'
'stammer';'заикаться'
'stamp';'штамп'
'standard';'стандартный'
'standby';'поддерживать'
'standstill';'застой'
'stanza';'строфа'
'startle';'испугать'
'starvation';'голодание'
'starve';'голодать'
'starving';'изголодавшийся'
'state';'состояние'
'statesman';'государственный деятель'
'statewide';'по всему штату'
'statistics';'статистика'
'steely';'стальной'
'steer';'управлять'
'steering wheel';'руль'
'stepfather';'отчим'
'stepmother';'мачеха'
'stereotype';'стереотип'
'stern';'суровый'
'stew';'тушить'
'stick';'палка'
'stiff';'жесткий'
'stimulant';'стимулятор'
'stimulate';'стимулировать'
'stimulation';'стимуляция'
'stingy';'скупой'
'stink';'вонять'
'stitch';'стежка'
'stock';'запас'
'stock market';'фондовый рынок'
'stockpile';'накапливать запасы'
'stonework';'каменная кладка'
'stool';'табурет'
'stopover';'остановка в пути'
'stopwatch';'секундомер'
'store';'магазин'
'straighten';'выпрямить'
'straightforward';'простой'
'strain';'напряжение'
'strait';'пролив'
'strand';'прядь'
'strangle';'задушить'
'stress';'стресс'
'strictly';'строго'
'stride';'шагать'
'striking';'поразительный'
'strip';'полоска'
'strive';'стремиться'
'stroke';'гладить'
'struggle';'борьба'
'stubbornly';'упрямо'
'stuff';'вещи'
'stylist';'стилист'
'subcontinent';'субконтинент'
'subculture';'субкультура'
'subdivision';'подразделение'
'subjunctive';'сослагательное наклонение'
'submit';'представлять на рассмотрение'
'subplot';'подсюжет'
'subside';'спадать'
'substance';'вещество'
'substitute';'заменять'
'subtitle';'субтитры'
'subtle';'тонкий'
'subtract';'вычесть'
'suburb';'пригород'
'successive';'последовательный'
'suck';'сосать'
'sue';'Сью'
'suffering';'страдания'
'sufficiently';'достаточно'
'suitably';'соответственно'
'sulfur/sulphur';'сера/сера'
'sunbeam';'солнечный луч'
'superb';'превосходно'
'superintendent';'суперинтендант'
'supernatural';'сверхъестественное'
'supervise';'контролировать'
'supervision';'надзор'
'supervisor';'руководитель'
'supplement';'добавка'
'supplier';'поставщик'
'supply';'поставлять'
'suppress';'подавлять'
'surge';'всплеск'
'surrender';'сдаваться'
'surroundings';'окрестности'
'surveillance';'наблюдение'
'suspect';'подозревать'
'suspend';'приостановить'
'suspicious';'подозрительный'
'suspiciously';'подозрительно'
'sustain';'поддерживать'
'swan';'лебедь'
'sweep';'мести'
'swift';'быстрый'
'swing';'качать'
'syllable';'слог'
'symbolic';'символический'
